orderid,dateid,countryid,categoryid,amount
86343,316,13,2,3283
86344,316,44,4,6450
86345,316,5,2,2223
86346,316,13,4,407
86347,316,11,3,70
86348,316,6,5,7598
86349,316,35,2,2713
86350,316,7,3,536
86351,316,1,1,4462
86352,316,11,1,6995
86353,316,23,3,1635
86354,316,24,1,6274
86355,316,9,3,5176
86356,316,39,4,7217
86357,316,46,5,7831
86358,316,35,4,4814
86359,316,22,5,2177
86360,316,45,3,3439
86361,316,39,1,4603
86362,316,25,1,385
86363,316,31,4,4464
86364,316,33,4,1322
86365,316,43,5,2863
86366,316,49,1,7743
86367,316,14,5,3138
86368,316,7,5,3963
86369,316,2,1,6679
86370,316,35,5,6022
86371,316,56,1,2855
86372,316,46,1,2884
86373,316,54,3,6146
86374,316,36,4,3163
86375,316,15,4,2566
86376,316,8,2,105
86377,316,54,1,7201
86378,316,24,2,6301
86379,316,31,5,7686
86380,316,16,1,3137
86381,316,54,5,818
86382,316,15,1,4046
86383,316,49,2,4874
86384,316,23,1,6782
86385,316,9,2,6571
86386,316,53,3,571
86387,316,20,4,3482
86388,316,32,1,4250
86389,316,50,1,2735
86390,316,34,1,6359
86391,316,47,2,4299
86392,316,30,5,3224
86393,316,20,5,3148
86394,316,44,3,1380
86395,316,23,5,6457
86396,316,42,3,1663
86397,316,45,1,1973
86398,316,37,2,5597
86399,316,5,3,6656
86400,316,27,4,3409
86401,316,34,4,3222
86402,316,47,3,6729
86403,316,28,4,6301
86404,316,9,1,6681
86405,316,40,4,927
86406,316,41,5,1373
86407,316,15,3,358
86408,316,42,4,5052
86409,316,41,2,6750
86410,316,26,5,1781
86411,316,46,3,1746
86412,316,18,2,5131
86413,316,32,3,2632
86414,316,56,3,622
86415,316,37,4,3535
86416,316,39,5,4849
86417,316,8,1,3085
86418,316,47,5,5698
86419,316,43,4,5997
86420,316,22,2,1285
86421,316,56,2,7374
86422,316,51,2,1936
86423,316,44,5,5005
86424,316,33,2,6839
86425,316,37,3,6707
86426,316,4,2,3077
86427,316,30,2,6829
86428,316,26,1,4431
86429,316,33,5,4661
86430,316,3,1,6895
86431,316,6,4,2723
86432,316,55,1,2911
86433,316,14,3,6407
86434,316,10,4,2627
86435,316,21,5,6173
86436,316,23,2,7967
86437,316,25,5,7206
86438,316,27,1,3118
86439,316,13,3,6243
86440,316,4,3,3399
86441,316,43,3,3764
86442,316,27,5,7740
86443,316,30,1,3902
86444,316,35,1,5206
86445,316,40,3,1776
86446,316,24,5,5574
86447,316,55,3,2204
86448,316,55,4,3976
86449,316,43,1,6281
86450,316,10,3,7550
86451,316,53,4,985
86452,316,36,3,2623
86453,316,41,1,1790
86454,316,18,1,1542
86455,316,32,5,1861
86456,316,6,3,1924
86457,316,12,5,5375
86458,316,2,5,3742
86459,316,18,4,3230
86460,316,16,4,7563
86461,316,18,3,3823
86462,316,1,5,2482
86463,316,25,3,4152
86464,316,49,3,4901
86465,316,35,3,1208
86466,316,36,2,3149
86467,316,17,5,3721
86468,316,16,3,1208
86469,316,15,5,5318
86470,316,28,3,5314
86471,316,38,2,6944
86472,316,42,5,2408
86473,316,30,3,4524
86474,316,7,4,6063
86475,316,22,4,2053
86476,316,2,3,942
86477,316,55,2,4731
86478,316,5,5,486
86479,316,56,5,6373
86480,316,51,5,1617
86481,316,10,1,1642
86482,316,52,3,1589
86483,316,29,4,4588
86484,316,8,4,3671
86485,316,52,1,4336
86486,316,42,2,1540
86487,316,3,4,2720
86488,316,6,2,1563
86489,316,7,1,7839
86490,316,48,1,7784
86491,316,31,1,7209
86492,316,29,3,6229
86493,316,39,2,1497
86494,316,1,4,5869
86495,316,1,3,2883
86496,316,50,5,4277
86497,316,13,5,5440
86498,316,11,5,2199
86499,316,11,4,2582
86500,316,3,3,6218
86501,316,7,2,4519
86502,316,17,1,1550
86503,316,12,1,849
86504,316,40,2,4876
86505,316,38,5,4202
86506,316,34,3,4332
86507,316,24,4,3726
86508,316,48,5,6970
86509,316,29,1,4239
86510,316,37,1,3245
86511,316,17,4,7125
86512,316,20,3,283
86513,316,17,2,1739
86514,317,27,5,3809
86515,317,10,2,904
86516,317,1,3,821
86517,317,11,2,7068
86518,317,47,4,134
86519,317,48,3,2721
86520,317,16,3,682
86521,317,13,4,4831
86522,317,43,3,3573
86523,317,12,4,6621
86524,317,55,4,591
86525,317,43,1,5523
86526,317,30,1,5890
86527,317,23,3,6963
86528,317,52,5,2334
86529,317,29,2,4143
86530,317,36,2,3451
86531,317,49,4,2349
86532,317,44,5,7022
86533,317,31,2,2071
86534,317,52,2,1188
86535,317,29,3,2237
86536,317,40,2,870
86537,317,36,5,4023
86538,317,34,2,2016
86539,317,50,5,871
86540,317,16,2,2193
86541,317,48,5,1901
86542,317,4,3,7507
86543,317,11,1,906
86544,317,26,5,3727
86545,317,5,4,4603
86546,317,5,3,6380
86547,317,32,4,961
86548,317,25,5,5627
86549,317,29,4,7707
86550,317,24,3,7928
86551,317,10,1,6525
86552,317,5,2,4358
86553,317,51,5,1935
86554,317,25,1,2465
86555,317,39,3,4097
86556,317,8,4,3956
86557,317,56,5,5699
86558,317,14,2,6909
86559,317,31,4,3642
86560,317,45,3,3317
86561,317,44,1,7281
86562,317,53,5,6050
86563,317,10,3,346
86564,317,39,4,1035
86565,317,1,5,1715
86566,317,7,1,6047
86567,317,23,4,3576
86568,317,4,4,6711
86569,317,43,2,4116
86570,317,35,3,4260
86571,317,55,2,5433
86572,317,33,5,3438
86573,317,33,3,6838
86574,317,8,5,1582
86575,317,17,5,7886
86576,317,6,5,2316
86577,317,10,5,626
86578,317,42,2,6857
86579,317,15,3,4768
86580,317,46,4,245
86581,317,56,2,2574
86582,317,6,3,434
86583,317,16,5,1860
86584,317,22,4,3317
86585,317,16,1,2151
86586,317,21,2,7099
86587,317,14,3,5891
86588,317,18,5,2467
86589,317,34,5,2715
86590,317,28,1,1250
86591,317,39,1,4115
86592,317,39,5,5532
86593,317,4,5,2511
86594,317,36,1,4501
86595,317,52,1,3831
86596,317,25,3,6634
86597,317,13,2,2905
86598,317,3,4,4259
86599,317,1,4,2962
86600,317,26,4,4883
86601,317,27,2,5524
86602,317,53,4,1744
86603,317,56,4,7182
86604,317,21,5,5701
86605,317,31,5,3120
86606,317,35,5,1336
86607,317,12,1,1584
86608,317,37,2,3985
86609,317,41,2,6317
86610,317,10,4,4381
86611,317,21,4,1715
86612,317,52,3,7354
86613,317,46,1,4126
86614,317,42,5,5802
86615,317,20,5,6818
86616,317,13,3,6606
86617,317,47,2,4195
86618,317,17,3,4146
86619,317,48,2,2554
86620,317,41,5,7758
86621,317,43,5,1996
86622,317,8,3,1957
86623,317,14,1,2012
86624,317,5,5,5813
86625,317,20,4,187
86626,317,49,5,7484
86627,317,54,4,3498
86628,317,25,4,4375
86629,317,26,2,5275
86630,317,47,1,854
86631,317,9,2,7644
86632,317,51,4,6897
86633,317,44,4,349
86634,317,35,4,2584
86635,317,38,3,370
86636,317,20,3,2249
86637,317,19,5,5868
86638,317,38,2,306
86639,317,54,5,3832
86640,317,37,3,4236
86641,317,55,1,2862
86642,317,51,1,5161
86643,317,43,4,1892
86644,317,17,1,1782
86645,317,12,5,2893
86646,317,19,1,743
86647,317,47,3,6368
86648,317,42,1,1040
86649,317,11,4,2197
86650,317,15,1,3835
86651,317,41,4,4693
86652,317,3,3,3447
86653,317,53,2,6480
86654,317,38,4,5809
86655,317,55,5,5362
86656,317,37,4,6857
86657,317,27,3,4517
86658,317,47,5,172
86659,317,14,5,5581
86660,317,18,4,5022
86661,317,3,5,1436
86662,317,17,4,5409
86663,317,23,5,6056
86664,317,36,4,7700
86665,317,39,2,5341
86666,317,26,1,2572
86667,317,40,4,6709
86668,317,4,2,1370
86669,317,32,1,3575
86670,317,50,3,1003
86671,317,29,5,4043
86672,317,44,2,2681
86673,317,48,4,6914
86674,317,49,2,7901
86675,317,35,2,1539
86676,317,20,2,4367
86677,317,7,2,3334
86678,317,52,4,25
86679,317,8,1,5509
86680,317,45,5,7836
86681,317,31,3,6983
86682,317,16,4,6548
86683,317,45,1,6011
86684,317,1,1,7741
86685,317,45,2,4413
86686,317,18,1,7081
86687,317,19,4,7822
86688,317,6,1,1802
86689,317,12,3,1445
86690,317,21,1,6281
86691,317,19,2,7572
86692,317,49,1,898
86693,317,53,3,874
86694,317,2,3,758
86695,317,25,2,7440
86696,317,46,2,6342
86697,317,23,1,4452
86698,317,13,5,3168
86699,317,2,5,7707
86700,317,22,1,6324
86701,317,33,2,3508
86702,317,9,5,6598
86703,317,35,1,5917
86704,317,34,1,1008
86705,317,38,5,4000
86706,317,14,4,1259
86707,317,9,4,7609
86708,317,27,4,3424
86709,317,28,2,174
86710,317,50,4,697
86711,317,29,1,2317
86712,317,32,5,1052
86713,317,24,5,599
86714,317,15,2,2719
86715,317,28,5,396
86716,317,7,3,3497
86717,317,2,1,3876
86718,317,24,1,2638
86719,317,11,3,5569
86720,317,7,4,5094
86721,317,21,3,599
86722,317,18,3,7856
86723,317,4,1,1787
86724,317,30,2,97
86725,317,30,5,2098
86726,317,32,2,1943
86727,317,18,2,2058
86728,317,28,4,3257
86729,317,51,3,7756
86730,317,22,3,3827
86731,317,30,4,3569
86732,317,8,2,2978
86733,317,33,1,353
86734,317,30,3,2168
86735,317,55,3,4560
86736,317,38,1,5064
86737,317,53,1,1021
86738,317,54,3,2309
86739,317,45,4,5261
86740,317,2,2,2265
86741,317,40,3,6015
86742,317,19,3,657
86743,317,23,2,6010
86744,317,1,2,1338
86745,317,37,1,7956
86746,317,37,5,2632
86747,317,3,2,3795
86748,317,13,1,1062
86749,317,42,3,7805
86750,317,32,3,5822
86751,317,7,5,4784
86752,317,56,3,5212
86753,317,41,3,5918
86754,317,46,5,433
86755,317,36,3,2808
86756,317,48,1,333
86757,317,3,1,1032
86758,317,5,1,4160
86759,317,20,1,3804
86760,317,27,1,379
86761,317,46,3,3938
86762,317,22,2,684
86763,317,2,4,7315
86764,317,44,3,3513
86765,317,51,2,7933
86766,317,26,3,5261
86767,317,6,4,1251
86768,317,54,2,7897
86769,317,34,4,3922
86770,317,33,4,7958
86771,317,50,2,630
86772,317,12,2,5675
86773,317,24,2,3823
86774,317,56,1,2768
86775,317,15,5,3143
86776,317,22,5,7663
86777,317,9,1,1248
86778,317,40,5,571
86779,317,28,3,5191
86780,317,50,1,315
86781,317,40,1,6991
86782,317,15,4,6976
86783,317,54,1,3001
86784,317,9,3,1729
86785,317,41,1,7887
86786,317,42,4,7764
86787,318,52,3,2264
86788,318,53,4,2991
86789,318,36,3,2978
86790,318,2,3,6099
86791,318,37,4,904
86792,318,8,1,1414
86793,318,9,3,3725
86794,318,9,2,3360
86795,318,31,5,6512
86796,318,48,2,7531
86797,318,48,1,1734
86798,318,44,1,5397
86799,318,4,2,3496
86800,318,52,1,4118
86801,318,29,5,3240
86802,318,55,1,228
86803,318,25,4,2606
86804,318,11,2,2231
86805,318,37,2,1776
86806,318,31,3,5456
86807,318,55,3,6088
86808,318,56,1,855
86809,318,23,5,3586
86810,318,49,4,1941
86811,318,10,4,4975
86812,318,1,4,3245
86813,318,18,2,7135
86814,318,4,3,6792
86815,318,46,5,3386
86816,318,12,5,357
86817,318,27,4,2876
86818,318,5,1,1654
86819,318,2,5,6822
86820,318,21,3,3330
86821,318,41,3,5905
86822,318,9,5,7434
86823,318,45,3,3063
86824,318,44,4,1850
86825,318,37,5,6309
86826,318,16,2,1356
86827,318,55,5,6310
86828,318,39,1,6848
86829,318,11,1,2904
86830,318,27,1,7858
86831,318,26,4,7962
86832,318,1,5,6396
86833,318,34,3,74
86834,318,11,5,5233
86835,318,51,3,4444
86836,318,39,5,3006
86837,318,33,3,1475
86838,318,3,5,4886
86839,318,25,3,7954
86840,318,30,4,7886
86841,318,51,2,277
86842,318,32,5,999
86843,318,35,1,5473
86844,318,13,2,5108
86845,318,21,5,2975
86846,318,13,4,2699
86847,318,16,3,5280
86848,318,23,4,89
86849,318,42,4,5941
86850,318,20,2,3270
86851,318,8,2,7034
86852,318,34,2,5309
86853,318,41,5,4679
86854,318,26,2,3688
86855,318,47,4,3754
86856,318,15,2,1610
86857,318,43,4,594
86858,318,20,3,7926
86859,318,47,5,6114
86860,318,3,2,1296
86861,318,11,3,6157
86862,318,19,1,6804
86863,318,46,2,1053
86864,318,52,5,7958
86865,318,17,1,3089
86866,318,14,4,800
86867,318,42,5,832
86868,318,24,5,7348
86869,318,45,5,1808
86870,318,4,1,6519
86871,318,18,5,3811
86872,318,56,5,5771
86873,318,37,3,7306
86874,318,12,1,2032
86875,318,50,2,2711
86876,318,15,3,5851
86877,318,30,2,979
86878,318,14,1,5938
86879,318,38,1,3149
86880,318,8,3,3921
86881,318,33,1,204
86882,318,16,1,5980
86883,318,5,2,2671
86884,318,50,3,4013
86885,318,19,5,6783
86886,318,14,5,1839
86887,318,9,4,2080
86888,318,6,1,6234
86889,318,7,3,297
86890,318,6,3,7066
86891,318,3,4,1214
86892,318,44,3,1160
86893,318,13,3,2641
86894,318,41,4,2417
86895,318,5,5,3274
86896,318,50,1,2892
86897,318,26,3,3340
86898,318,27,3,6024
86899,318,30,3,2396
86900,318,39,3,5616
86901,318,46,3,7836
86902,318,25,2,5282
86903,318,24,2,750
86904,318,22,4,4020
86905,318,38,3,7489
86906,318,49,2,4635
86907,318,56,4,4495
86908,318,24,4,1320
86909,318,26,5,5525
86910,318,36,2,319
86911,318,53,5,1281
86912,318,40,3,3542
86913,318,41,2,3188
86914,318,7,5,6003
86915,318,51,5,5095
86916,318,30,5,3847
86917,318,19,3,2188
86918,318,8,4,1300
86919,318,40,4,4058
86920,318,28,1,946
86921,318,25,1,3545
86922,318,43,2,4287
86923,318,51,1,4470
86924,318,11,4,6415
86925,318,47,1,6343
86926,318,7,1,5583
86927,318,7,2,6038
86928,318,15,4,7579
86929,318,10,5,3834
86930,318,5,3,2119
86931,318,56,2,2245
86932,318,4,4,5146
86933,318,32,2,90
86934,318,39,4,686
86935,318,5,4,1258
86936,318,17,5,5457
86937,318,23,3,1362
86938,318,21,2,1987
86939,318,54,3,2443
86940,318,3,1,3227
86941,318,22,3,7458
86942,318,40,1,1174
86943,318,27,2,2365
86944,318,32,1,5976
86945,318,42,2,4582
86946,318,36,1,2062
86947,318,29,3,689
86948,318,40,2,7839
86949,318,23,1,6337
86950,318,18,4,421
86951,318,45,2,6904
86952,318,23,2,6303
86953,318,13,5,880
86954,318,38,5,4023
86955,318,47,3,1197
86956,318,40,5,4611
86957,318,24,1,3983
86958,318,54,2,6997
86959,318,22,2,5701
86960,318,38,2,7577
86961,318,45,4,7080
86962,318,16,5,2743
86963,318,15,1,2095
86964,318,14,3,4987
86965,318,42,1,7687
86966,318,6,2,3629
86967,318,9,1,7770
86968,318,29,4,7866
86969,318,32,4,2921
86970,318,14,2,2642
86971,318,3,3,6040
86972,318,43,3,5907
86973,318,1,1,5868
86974,318,20,4,6066
86975,318,29,2,4843
86976,318,54,1,901
86977,318,10,1,509
86978,318,10,2,1366
86979,318,35,3,6340
86980,318,43,5,2859
86981,318,54,4,2292
86982,318,28,4,4830
86983,318,52,2,5249
86984,318,39,2,5274
86985,318,12,4,4512
86986,318,37,1,7718
86987,318,28,3,3000
86988,318,19,2,178
86989,318,30,1,3069
86990,318,44,5,7124
86991,318,53,1,2620
86992,318,48,3,7175
86993,318,33,4,4359
86994,318,16,4,380
86995,318,46,4,5003
86996,318,15,5,4092
86997,318,44,2,700
86998,318,17,2,2484
86999,318,13,1,4821
87000,318,38,4,3348
87001,318,49,5,594
87002,318,6,5,7122
87003,318,53,2,4093
87004,318,46,1,232
87005,318,35,2,935
87006,318,27,5,3081
87007,318,28,2,5792
87008,318,29,1,277
87009,318,20,1,1551
87010,318,35,4,1130
87011,318,31,2,7266
87012,318,33,5,4172
87013,318,6,4,7663
87014,318,20,5,3486
87015,318,18,3,929
87016,318,31,4,3412
87017,318,53,3,4289
87018,318,36,4,5143
87019,318,55,2,1416
87020,318,34,5,6010
87021,318,54,5,7996
87022,318,12,2,1486
87023,318,12,3,1644
87024,318,34,4,1670
87025,318,49,3,4828
87026,318,4,5,6054
87027,318,33,2,3676
87028,318,41,1,1133
87029,318,26,1,4070
87030,318,7,4,4067
87031,318,34,1,3041
87032,318,31,1,325
87033,318,24,3,5558
87034,318,18,1,4041
87035,318,21,4,1609
87036,318,2,1,1504
87037,318,21,1,4842
87038,318,8,5,4086
87039,318,19,4,3024
87040,318,22,5,1646
87041,318,1,3,3217
87042,318,43,1,4331
87043,318,49,1,4525
87044,318,17,3,2672
87045,318,25,5,3526
87046,318,22,1,2428
87047,318,1,2,144
87048,318,10,3,5427
87049,318,52,4,6171
87050,318,28,5,6798
87051,318,50,4,1566
87052,318,48,4,5291
87053,318,55,4,2195
87054,318,32,3,201
87055,318,36,5,5618
87056,318,35,5,6462
87057,318,48,5,7293
87058,318,47,2,2104
87059,318,45,1,7540
87060,318,17,4,1390
87061,318,42,3,4332
87062,318,2,2,3094
87063,319,27,4,1700
87064,319,35,5,1056
87065,319,16,2,5665
87066,319,19,2,3430
87067,319,38,2,3207
87068,319,56,1,2955
87069,319,32,1,7145
87070,319,20,5,7266
87071,319,46,3,141
87072,319,41,5,4653
87073,319,4,5,2999
87074,319,32,4,607
87075,319,55,2,350
87076,319,35,4,6862
87077,319,25,3,2547
87078,319,43,3,4845
87079,319,28,3,6531
87080,319,17,1,4172
87081,319,14,1,1862
87082,319,29,1,5410
87083,319,4,3,3151
87084,319,16,5,6168
87085,319,40,5,5776
87086,319,21,2,207
87087,319,30,4,3136
87088,319,6,1,99
87089,319,34,3,5241
87090,319,51,5,1184
87091,319,50,4,344
87092,319,54,3,4947
87093,319,29,3,6475
87094,319,25,5,3998
87095,319,19,4,6776
87096,319,22,1,3895
87097,319,52,5,1909
87098,319,37,1,2899
87099,319,42,4,6600
87100,319,22,5,6442
87101,319,16,1,886
87102,319,56,4,284
87103,319,49,1,4347
87104,319,27,1,5756
87105,319,43,5,5734
87106,319,56,3,186
87107,319,48,2,4301
87108,319,12,4,5659
87109,319,8,2,3402
87110,319,10,3,7302
87111,319,3,2,6823
87112,319,15,3,1050
87113,319,32,3,6098
87114,319,38,1,5357
87115,319,53,3,1124
87116,319,10,1,2053
87117,319,36,4,7714
87118,319,35,2,5567
87119,319,32,5,1395
87120,319,37,3,163
87121,319,51,2,5530
87122,319,18,4,230
87123,319,26,4,5465
87124,319,56,5,7589
87125,319,9,2,6065
87126,319,37,4,4903
87127,319,4,2,4594
87128,319,43,4,2566
87129,319,53,4,1317
87130,319,15,1,2970
87131,319,20,3,3033
87132,319,9,5,6054
87133,319,52,1,4047
87134,319,31,3,6992
87135,319,42,2,4736
87136,319,51,4,5442
87137,319,8,3,7250
87138,319,46,5,4993
87139,319,55,4,530
87140,319,51,3,2320
87141,319,13,3,1008
87142,319,55,3,7519
87143,319,25,2,3984
87144,319,28,2,5900
87145,319,54,5,6853
87146,319,14,2,113
87147,319,46,4,1720
87148,319,50,3,2322
87149,319,40,3,2241
87150,319,53,1,4785
87151,319,22,2,7849
87152,319,34,4,7009
87153,319,41,4,954
87154,319,43,2,619
87155,319,39,2,5422
87156,319,52,4,132
87157,319,39,4,7713
87158,319,54,4,5726
87159,319,9,1,198
87160,319,37,5,786
87161,319,11,4,2800
87162,319,20,4,682
87163,319,47,5,4204
87164,319,3,1,6853
87165,319,31,2,5068
87166,319,26,1,348
87167,319,49,5,7107
87168,319,22,4,7789
87169,319,30,2,4695
87170,319,47,4,4705
87171,319,34,1,4691
87172,319,16,3,870
87173,319,11,1,4641
87174,319,46,1,4687
87175,319,26,2,5928
87176,319,23,5,2392
87177,319,45,1,2769
87178,319,18,5,7530
87179,319,23,3,288
87180,319,36,3,3891
87181,319,16,4,5470
87182,319,55,5,4323
87183,319,45,4,5949
87184,319,44,3,2311
87185,319,23,2,3727
87186,319,40,1,4740
87187,319,20,2,777
87188,319,1,2,4530
87189,319,3,4,1603
87190,319,24,5,6214
87191,319,18,3,3176
87192,319,50,1,4316
87193,319,24,3,6878
87194,319,45,2,7698
87195,319,14,3,1199
87196,319,30,1,578
87197,319,39,5,2706
87198,319,11,3,7679
87199,319,54,1,1654
87200,319,48,5,4749
87201,319,19,1,3596
87202,319,8,1,7440
87203,319,15,4,2496
87204,319,49,2,2426
87205,319,35,1,1866
87206,319,14,4,6215
87207,319,33,1,107
87208,319,23,1,5890
87209,319,26,3,1345
87210,319,9,3,5347
87211,319,5,2,4298
87212,319,7,4,3102
87213,319,32,2,2406
87214,319,2,4,1630
87215,319,50,2,4573
87216,319,14,5,3341
87217,319,12,5,3082
87218,319,1,1,3064
87219,319,24,1,6508
87220,319,44,4,2613
87221,319,6,4,689
87222,319,29,5,3314
87223,319,19,3,3947
87224,319,5,5,2870
87225,319,6,2,7628
87226,319,36,1,7447
87227,319,43,1,1958
87228,319,12,3,1735
87229,319,22,3,1265
87230,319,7,3,7618
87231,319,41,3,2593
87232,319,35,3,1688
87233,319,5,4,2211
87234,319,12,2,954
87235,319,24,2,1736
87236,319,44,5,7861
87237,319,27,2,1503
87238,319,11,2,4962
87239,319,1,5,2000
87240,319,17,2,2542
87241,319,47,1,1108
87242,319,15,2,1785
87243,319,45,3,7854
87244,319,21,4,7210
87245,319,25,4,5324
87246,319,6,5,4783
87247,319,31,1,563
87248,319,31,4,653
87249,319,54,2,209
87250,319,18,1,676
87251,319,41,2,2588
87252,319,39,3,3425
87253,319,36,5,7535
87254,319,10,2,3783
87255,319,23,4,4632
87256,319,33,5,667
87257,319,9,4,457
87258,319,49,3,3643
87259,319,44,2,7783
87260,319,4,4,7688
87261,319,2,2,4579
87262,319,17,5,6559
87263,319,33,2,133
87264,319,27,3,6280
87265,319,19,5,354
87266,319,55,1,429
87267,319,29,4,4408
87268,319,40,2,5622
87269,319,8,4,2846
87270,319,38,4,3154
87271,319,2,5,3865
87272,319,24,4,918
87273,319,13,2,4541
87274,319,3,5,624
87275,319,56,2,2434
87276,319,47,2,266
87277,319,51,1,5974
87278,319,13,1,844
87279,319,46,2,2911
87280,319,29,2,7017
87281,319,31,5,4937
87282,319,48,4,4483
87283,319,17,4,2601
87284,319,28,4,647
87285,319,3,3,3773
87286,319,6,3,4497
87287,319,5,1,3156
87288,319,52,3,2535
87289,319,7,5,4049
87290,319,5,3,7198
87291,319,21,3,4003
87292,319,27,5,5617
87293,319,52,2,3462
87294,319,36,2,5091
87295,319,33,4,475
87296,319,42,1,7810
87297,319,10,4,656
87298,319,38,3,4465
87299,319,26,5,786
87300,319,20,1,1217
87301,319,28,5,4110
87302,319,50,5,5849
87303,319,1,3,681
87304,319,8,5,4621
87305,319,28,1,6249
87306,319,1,4,7490
87307,319,49,4,6142
87308,319,37,2,143
87309,319,15,5,4962
87310,319,21,1,5461
87311,319,34,2,1303
87312,319,45,5,6069
87313,319,53,2,4666
87314,319,11,5,6663
87315,319,33,3,4352
87316,319,30,3,3799
87317,319,39,1,1262
87318,319,13,4,2841
87319,319,17,3,2111
87320,319,18,2,7615
87321,319,47,3,2470
87322,319,2,1,3231
87323,319,10,5,6785
87324,319,2,3,5921
87325,319,42,3,7043
87326,319,41,1,1275
87327,319,44,1,423
87328,319,53,5,4725
87329,319,7,2,2183
87330,319,30,5,5855
87331,319,25,1,5245
87332,319,4,1,4133
87333,319,34,5,3549
87334,319,13,5,3179
87335,319,38,5,3266
87336,320,20,4,1752
87337,320,5,5,1881
87338,320,16,4,6650
87339,320,41,1,6798
87340,320,3,2,2842
87341,320,2,5,3424
87342,320,18,2,2869
87343,320,55,4,3158
87344,320,36,1,4348
87345,320,52,1,2658
87346,320,50,4,1265
87347,320,31,4,1734
87348,320,20,1,3381
87349,320,47,5,1218
87350,320,24,5,645
87351,320,16,3,7409
87352,320,6,4,7504
87353,320,35,1,5799
87354,320,43,5,7519
87355,320,26,3,3772
87356,320,45,2,5605
87357,320,6,1,934
87358,320,10,4,2251
87359,320,50,5,4739
87360,320,20,2,1507
87361,320,22,1,5055
87362,320,52,2,4337
87363,320,40,1,5607
87364,320,41,4,2974
87365,320,19,2,4387
87366,320,27,3,81
87367,320,4,1,5034
87368,320,1,3,7956
87369,320,11,5,276
87370,320,44,4,2381
87371,320,41,5,6851
87372,320,8,3,7635
87373,320,39,5,65
87374,320,26,1,1633
87375,320,30,1,2534
87376,320,40,4,4504
87377,320,44,5,6526
87378,320,53,5,3780
87379,320,10,5,917
87380,320,56,1,2694
87381,320,51,1,2711
87382,320,11,1,6789
87383,320,23,3,1939
87384,320,25,1,3958
87385,320,24,2,5929
87386,320,33,5,4236
87387,320,30,3,7343
87388,320,1,4,4646
87389,320,35,3,2020
87390,320,13,4,3308
87391,320,15,2,7755
87392,320,28,2,6421
87393,320,54,1,7544
87394,320,54,3,7086
87395,320,39,3,1024
87396,320,13,3,6502
87397,320,3,4,5523
87398,320,14,4,6355
87399,320,17,4,1104
87400,320,12,1,5512
87401,320,9,2,6221
87402,320,32,3,3033
87403,320,26,2,5205
87404,320,14,1,3494
87405,320,19,3,394
87406,320,11,3,3043
87407,320,48,2,1559
87408,320,36,2,4313
87409,320,9,5,3055
87410,320,46,1,4200
87411,320,42,2,6136
87412,320,14,3,1066
87413,320,23,2,3679
87414,320,3,1,1924
87415,320,35,2,1000
87416,320,55,3,3813
87417,320,31,5,2368
87418,320,38,3,888
87419,320,38,4,1186
87420,320,43,3,7937
87421,320,23,5,3834
87422,320,16,5,1194
87423,320,21,4,62
87424,320,13,1,2966
87425,320,24,3,5880
87426,320,31,2,1463
87427,320,30,2,5935
87428,320,10,3,7570
87429,320,44,3,2574
87430,320,4,2,4920
87431,320,49,4,5429
87432,320,48,3,2374
87433,320,21,2,2155
87434,320,54,2,6424
87435,320,13,5,2777
87436,320,50,1,4299
87437,320,32,2,2504
87438,320,29,5,7133
87439,320,28,3,1830
87440,320,32,5,6908
87441,320,49,2,3541
87442,320,46,3,2117
87443,320,4,4,6764
87444,320,19,1,3849
87445,320,2,2,5582
87446,320,7,1,1884
87447,320,35,4,3611
87448,320,37,2,2501
87449,320,24,1,351
87450,320,55,1,5038
